row_id,label,group,source_path,source_sha256,official_split,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10
2600,lacelike,08d76c531590a443f0a5d851fc88aa0d90018553987aa0632d6481986ae88293,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0081.jpg,08d76c531590a443f0a5d851fc88aa0d90018553987aa0632d6481986ae88293,1:val|2:val|3:test|4:train|5:val|6:train|7:test|8:val|9:val|10:train,val,val,test,train,val,train,test,val,val,train
2601,lacelike,645691e207c331ba0f61ed686ec30ae12a313bd2febf8add36a07851985bd007,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0082.jpg,645691e207c331ba0f61ed686ec30ae12a313bd2febf8add36a07851985bd007,1:val|2:train|3:val|4:test|5:train|6:val|7:val|8:train|9:train|10:test,val,train,val,test,train,val,val,train,train,test
2602,lacelike,cde6990a8da26bf3fadb02b069401c464a86663561390749acf5f3b9ddc78d53,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0083.jpg,cde6990a8da26bf3fadb02b069401c464a86663561390749acf5f3b9ddc78d53,1:val|2:train|3:test|4:train|5:val|6:test|7:test|8:train|9:val|10:test,val,train,test,train,val,test,test,train,val,test
2603,lacelike,079f72cb12aa9e18aff36f2aa883c48e78073829db13f1fbeec5fc19e1513f74,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0084.jpg,079f72cb12aa9e18aff36f2aa883c48e78073829db13f1fbeec5fc19e1513f74,1:test|2:train|3:test|4:test|5:val|6:test|7:val|8:test|9:val|10:train,test,train,test,test,val,test,val,test,val,train
2604,lacelike,6a5e2d5e52a95a045292b06f9ee7e71a0c15b7e4e31e1fd2981f8efb6b550c7d,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0085.jpg,6a5e2d5e52a95a045292b06f9ee7e71a0c15b7e4e31e1fd2981f8efb6b550c7d,1:val|2:test|3:val|4:test|5:train|6:train|7:val|8:val|9:train|10:val,val,test,val,test,train,train,val,val,train,val
2605,lacelike,9eca329281f7e0a5ea7ca278f5a0855b2953c49226463d46ac0c02f724168b1a,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0086.jpg,9eca329281f7e0a5ea7ca278f5a0855b2953c49226463d46ac0c02f724168b1a,1:val|2:test|3:test|4:train|5:test|6:train|7:train|8:train|9:train|10:test,val,test,test,train,test,train,train,train,train,test
2606,lacelike,f6da861b79adc0ac849a7221802e4848fcf2601511e567a8cdd1a655c7822a55,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0087.jpg,f6da861b79adc0ac849a7221802e4848fcf2601511e567a8cdd1a655c7822a55,1:val|2:test|3:train|4:train|5:val|6:train|7:train|8:train|9:test|10:train,val,test,train,train,val,train,train,train,test,train
2607,lacelike,113fcd89ea6cd2a57e977109cfaa0f0c89dfc32db7c8b76242592a9c3b965a08,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0088.jpg,113fcd89ea6cd2a57e977109cfaa0f0c89dfc32db7c8b76242592a9c3b965a08,1:val|2:train|3:train|4:train|5:test|6:val|7:test|8:train|9:test|10:val,val,train,train,train,test,val,test,train,test,val
2608,lacelike,68647929d30d409ed6c8a290bdf4507bd589d5585ac801798c70f630b1901413,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0089.jpg,68647929d30d409ed6c8a290bdf4507bd589d5585ac801798c70f630b1901413,1:val|2:train|3:val|4:train|5:val|6:val|7:train|8:val|9:train|10:test,val,train,val,train,val,val,train,val,train,test
2609,lacelike,e2d2b4b578d865e47fbcfd7934d915d1e2a6950f71cf9b8d8caa73d9a98abaa3,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0091.jpg,e2d2b4b578d865e47fbcfd7934d915d1e2a6950f71cf9b8d8caa73d9a98abaa3,1:test|2:test|3:test|4:train|5:test|6:test|7:train|8:test|9:train|10:test,test,test,test,train,test,test,train,test,train,test
2610,lacelike,9ce6cf0e12aaa25455281ae36afbe2ad3ba251b61a04a2ba6b0c849eafdde4d3,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0092.jpg,9ce6cf0e12aaa25455281ae36afbe2ad3ba251b61a04a2ba6b0c849eafdde4d3,1:train|2:train|3:val|4:val|5:train|6:train|7:test|8:train|9:test|10:val,train,train,val,val,train,train,test,train,test,val
2611,lacelike,0ea68cba4713469c8a0bb2c38e4a746f27c1cfe731eac51b2c6070c5d5ab870f,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0093.jpg,0ea68cba4713469c8a0bb2c38e4a746f27c1cfe731eac51b2c6070c5d5ab870f,1:test|2:test|3:test|4:test|5:test|6:train|7:test|8:val|9:test|10:test,test,test,test,test,test,train,test,val,test,test
2612,lacelike,387b992bee9afbcadb1813ba4e889af3249c33a24e10d4d919358fea256d0444,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0094.jpg,387b992bee9afbcadb1813ba4e889af3249c33a24e10d4d919358fea256d0444,1:train|2:test|3:train|4:val|5:test|6:train|7:train|8:train|9:val|10:val,train,test,train,val,test,train,train,train,val,val
2613,lacelike,809c7391b1918a4f90242b4faefe2bc1ee49fa9d1040a70034227f6d1de866c0,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0095.jpg,809c7391b1918a4f90242b4faefe2bc1ee49fa9d1040a70034227f6d1de866c0,1:val|2:test|3:val|4:val|5:test|6:test|7:test|8:train|9:train|10:train,val,test,val,val,test,test,test,train,train,train
2614,lacelike,26d21732ac7734d819b2764ca406f5e2b60279b0828bf332dd25b671736e72aa,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0096.jpg,26d21732ac7734d819b2764ca406f5e2b60279b0828bf332dd25b671736e72aa,1:val|2:train|3:train|4:test|5:val|6:train|7:val|8:val|9:train|10:val,val,train,train,test,val,train,val,val,train,val
2615,lacelike,ab395927c564e558607646211f962d1b4d14c03c95da22a7086a02a0be5334fc,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0097.jpg,ab395927c564e558607646211f962d1b4d14c03c95da22a7086a02a0be5334fc,1:val|2:train|3:train|4:val|5:val|6:test|7:test|8:train|9:train|10:test,val,train,train,val,val,test,test,train,train,test
2616,lacelike,67061b25c19e19e5dbacd0974d5b1e30d12800e31be5db575c7182c3e3981331,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0098.jpg,67061b25c19e19e5dbacd0974d5b1e30d12800e31be5db575c7182c3e3981331,1:test|2:val|3:test|4:test|5:train|6:val|7:test|8:train|9:train|10:test,test,val,test,test,train,val,test,train,train,test
2617,lacelike,e75b3dd895b630fbdc0c2a9f0e5a032d6bd76226ead5ab7f80c006f331da9c75,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0099.jpg,e75b3dd895b630fbdc0c2a9f0e5a032d6bd76226ead5ab7f80c006f331da9c75,1:train|2:val|3:val|4:train|5:test|6:val|7:test|8:train|9:val|10:test,train,val,val,train,test,val,test,train,val,test
2618,lacelike,5471c4813d9588c656062c342386ee65a71828d9afd74ae2b037b88b6e6a8a3d,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0100.jpg,5471c4813d9588c656062c342386ee65a71828d9afd74ae2b037b88b6e6a8a3d,1:test|2:val|3:train|4:val|5:train|6:test|7:train|8:train|9:train|10:val,test,val,train,val,train,test,train,train,train,val
2619,lacelike,44b28649cacb5fd1ba6f4fd799e5266cc398330afa7195580a4f51b9ff07cd3f,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0101.jpg,44b28649cacb5fd1ba6f4fd799e5266cc398330afa7195580a4f51b9ff07cd3f,1:test|2:train|3:test|4:val|5:val|6:val|7:train|8:train|9:test|10:test,test,train,test,val,val,val,train,train,test,test
2620,lacelike,e05f7d3b10e7f1597fa19ed2a25763b447a41e338acefaad54be8b78a7ef16a8,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0102.jpg,e05f7d3b10e7f1597fa19ed2a25763b447a41e338acefaad54be8b78a7ef16a8,1:val|2:train|3:test|4:val|5:val|6:val|7:train|8:train|9:test|10:train,val,train,test,val,val,val,train,train,test,train
2621,lacelike,a2b372104a2a88d85151b6ccbacfe38a71809876868d088d4027d11c93a40aaa,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0103.jpg,a2b372104a2a88d85151b6ccbacfe38a71809876868d088d4027d11c93a40aaa,1:test|2:train|3:test|4:train|5:train|6:test|7:train|8:train|9:test|10:val,test,train,test,train,train,test,train,train,test,val
2622,lacelike,c54fcfd0f4a351b79b753080df34a80b4c168273e5ff26b65768ed0e4741b5cb,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0104.jpg,c54fcfd0f4a351b79b753080df34a80b4c168273e5ff26b65768ed0e4741b5cb,1:val|2:train|3:train|4:val|5:train|6:test|7:test|8:test|9:train|10:test,val,train,train,val,train,test,test,test,train,test
2623,lacelike,9a1b41889a7d93038b552ddc6a0416a401f7088ac7a6e4a70447c23f4a44d558,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0105.jpg,9a1b41889a7d93038b552ddc6a0416a401f7088ac7a6e4a70447c23f4a44d558,1:val|2:train|3:test|4:train|5:val|6:train|7:val|8:val|9:val|10:train,val,train,test,train,val,train,val,val,val,train
2624,lacelike,83048a18b79d9b55a7244e80b899845979e2e7a4d97409a8016c00549e9db458,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0106.jpg,83048a18b79d9b55a7244e80b899845979e2e7a4d97409a8016c00549e9db458,1:test|2:test|3:val|4:train|5:test|6:val|7:val|8:val|9:test|10:train,test,test,val,train,test,val,val,val,test,train
2625,lacelike,659cc2f3b9209515ac74f320e9d172c1fe05e953edbac07f5163609ed815ffac,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0107.jpg,659cc2f3b9209515ac74f320e9d172c1fe05e953edbac07f5163609ed815ffac,1:test|2:train|3:val|4:train|5:val|6:test|7:test|8:val|9:test|10:train,test,train,val,train,val,test,test,val,test,train
2626,lacelike,e973c57ad76f8fac32aac6ddcf0f9cd5e5083410b5f76b4b97ca9abfbccd9524,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0108.jpg,e973c57ad76f8fac32aac6ddcf0f9cd5e5083410b5f76b4b97ca9abfbccd9524,1:test|2:val|3:val|4:val|5:train|6:val|7:train|8:test|9:val|10:train,test,val,val,val,train,val,train,test,val,train
2627,lacelike,2c873dd6920eaa8055ed88e127217bb84a008e3285fbda23385e8ae0bf545860,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0109.jpg,2c873dd6920eaa8055ed88e127217bb84a008e3285fbda23385e8ae0bf545860,1:train|2:test|3:train|4:val|5:test|6:train|7:test|8:train|9:val|10:val,train,test,train,val,test,train,test,train,val,val
2628,lacelike,a3415ae75d75433fc1a5f10a89f6aa011338dbf6b10a77f5678256e4e951cb26,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0110.jpg,a3415ae75d75433fc1a5f10a89f6aa011338dbf6b10a77f5678256e4e951cb26,1:train|2:test|3:train|4:val|5:val|6:train|7:test|8:val|9:test|10:test,train,test,train,val,val,train,test,val,test,test
2629,lacelike,3345fbf18634be29c77d1eb5398fd5b215c0f27febd4fc3bc946e832c4054a0c,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0111.jpg,3345fbf18634be29c77d1eb5398fd5b215c0f27febd4fc3bc946e832c4054a0c,1:train|2:val|3:test|4:test|5:test|6:val|7:test|8:test|9:train|10:train,train,val,test,test,test,val,test,test,train,train
2630,lacelike,1b80ecafc07305bd84f74dc4ac9b41fd9905761d2a5ba3b3f1249b7a432aeb7b,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0112.jpg,1b80ecafc07305bd84f74dc4ac9b41fd9905761d2a5ba3b3f1249b7a432aeb7b,1:train|2:val|3:train|4:train|5:train|6:val|7:train|8:train|9:val|10:test,train,val,train,train,train,val,train,train,val,test
2631,lacelike,ddb303f3868b0b57bbe576db49c5f709bafcc01e9badae3c2d88d8f6808ceab0,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0113.jpg,ddb303f3868b0b57bbe576db49c5f709bafcc01e9badae3c2d88d8f6808ceab0,1:test|2:train|3:val|4:val|5:test|6:val|7:test|8:test|9:train|10:test,test,train,val,val,test,val,test,test,train,test
2632,lacelike,5042250348ec61bb99fa372ef27ad19bf36df27345dcf3dbd8761b9c11f40769,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0114.jpg,5042250348ec61bb99fa372ef27ad19bf36df27345dcf3dbd8761b9c11f40769,1:test|2:val|3:test|4:val|5:train|6:test|7:test|8:test|9:test|10:val,test,val,test,val,train,test,test,test,test,val
2633,lacelike,4b5181c12d6b4f94176f20c60dfc2368f9e5ca430ec564fb39d215836e97ee28,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0115.jpg,4b5181c12d6b4f94176f20c60dfc2368f9e5ca430ec564fb39d215836e97ee28,1:test|2:test|3:train|4:test|5:test|6:test|7:train|8:val|9:test|10:val,test,test,train,test,test,test,train,val,test,val
2634,lacelike,3f9704c4c9d6f31238125f72d66349c63feb09d0f378c7bf573766e61c6b1ff0,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0116.jpg,3f9704c4c9d6f31238125f72d66349c63feb09d0f378c7bf573766e61c6b1ff0,1:test|2:test|3:train|4:test|5:val|6:train|7:val|8:val|9:val|10:train,test,test,train,test,val,train,val,val,val,train
2635,lacelike,f73f16dd96a2b6f37d3563cde56b1c4d061ccdeade2853a760769fcab08c3d90,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0117.jpg,f73f16dd96a2b6f37d3563cde56b1c4d061ccdeade2853a760769fcab08c3d90,1:test|2:train|3:train|4:train|5:val|6:val|7:val|8:test|9:train|10:train,test,train,train,train,val,val,val,test,train,train
2636,lacelike,063cf33cca1a4cd76947708dff41d7649b467d83eb416ffb5690d45483efca6c,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0118.jpg,063cf33cca1a4cd76947708dff41d7649b467d83eb416ffb5690d45483efca6c,1:train|2:train|3:train|4:val|5:test|6:train|7:train|8:val|9:val|10:train,train,train,train,val,test,train,train,val,val,train
2637,lacelike,2d44150e63b1461f3d0aa783d0935be2e5cec4f7b686989aec468823108152f5,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0119.jpg,2d44150e63b1461f3d0aa783d0935be2e5cec4f7b686989aec468823108152f5,1:test|2:train|3:train|4:val|5:train|6:test|7:train|8:train|9:val|10:val,test,train,train,val,train,test,train,train,val,val
2638,lacelike,38efa378203aeafb9972b6fc938badfc3df539fc5fbab1251ff6098f93ec7f98,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0120.jpg,38efa378203aeafb9972b6fc938badfc3df539fc5fbab1251ff6098f93ec7f98,1:test|2:val|3:val|4:train|5:val|6:test|7:train|8:train|9:test|10:train,test,val,val,train,val,test,train,train,test,train
2639,lacelike,a1521922c0e34f086c84a33b07b11cc76630e3f095ec2321b9bcaac613633f6a,data/confirmatory_sources/DTD/extracted/dtd/images/lacelike/lacelike_0121.jpg,a1521922c0e34f086c84a33b07b11cc76630e3f095ec2321b9bcaac613633f6a,1:train|2:train|3:val|4:train|5:train|6:val|7:val|8:test|9:test|10:train,train,train,val,train,train,val,val,test,test,train
2640,lined,af36ac0b80e1edc8dcb749cf1a4f30b7cb4806c61aaf42f545b9b8cf4cb60c5c,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0003.jpg,af36ac0b80e1edc8dcb749cf1a4f30b7cb4806c61aaf42f545b9b8cf4cb60c5c,1:test|2:val|3:test|4:val|5:test|6:train|7:train|8:test|9:train|10:train,test,val,test,val,test,train,train,test,train,train
2641,lined,bd831282031974c7f1134826e05e2d5d2d1eb03705906c4e307427a758d6c43f,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0004.jpg,bd831282031974c7f1134826e05e2d5d2d1eb03705906c4e307427a758d6c43f,1:test|2:test|3:val|4:val|5:train|6:val|7:val|8:train|9:val|10:train,test,test,val,val,train,val,val,train,val,train
2642,lined,ec3f48da56f4b848c63004d52c4013bcd2122acc30320da906f7fbce6b33df0d,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0006.jpg,ec3f48da56f4b848c63004d52c4013bcd2122acc30320da906f7fbce6b33df0d,1:train|2:val|3:test|4:val|5:train|6:train|7:test|8:test|9:val|10:train,train,val,test,val,train,train,test,test,val,train
2643,lined,cd2eed81a250c6a46360fd6b0606153a47f119ece910aa2cf61066afca604cdb,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0023.jpg,cd2eed81a250c6a46360fd6b0606153a47f119ece910aa2cf61066afca604cdb,1:val|2:val|3:test|4:test|5:train|6:test|7:val|8:val|9:test|10:val,val,val,test,test,train,test,val,val,test,val
2644,lined,08af5e38c6dc87de0a5c2a430abd0ae43cad7f3ff219cf6ad6eec43177b3b80e,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0024.jpg,08af5e38c6dc87de0a5c2a430abd0ae43cad7f3ff219cf6ad6eec43177b3b80e,1:test|2:test|3:val|4:val|5:train|6:train|7:test|8:test|9:train|10:val,test,test,val,val,train,train,test,test,train,val
2645,lined,117e7a99b55095e3b7b1f97116ea56312ea89208eb45b26edf21054b2e3ded2c,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0027.jpg,117e7a99b55095e3b7b1f97116ea56312ea89208eb45b26edf21054b2e3ded2c,1:val|2:test|3:train|4:train|5:test|6:train|7:val|8:val|9:test|10:val,val,test,train,train,test,train,val,val,test,val
2646,lined,d1ea26441ac4bd0745dd7a75bfe530aa780f99e3847d9ba36b8cdbb02716decd,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0028.jpg,d1ea26441ac4bd0745dd7a75bfe530aa780f99e3847d9ba36b8cdbb02716decd,1:val|2:val|3:test|4:train|5:val|6:test|7:test|8:test|9:test|10:test,val,val,test,train,val,test,test,test,test,test
2647,lined,05b433539aa592cbc56a6919989aafaec00512c92407f61b6cef0bda3427a6f5,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0033.jpg,05b433539aa592cbc56a6919989aafaec00512c92407f61b6cef0bda3427a6f5,1:train|2:val|3:train|4:val|5:test|6:val|7:train|8:test|9:train|10:test,train,val,train,val,test,val,train,test,train,test
2648,lined,da96a7dd5eba6db4279a7f1c33a9840dc4da2d1abdce920505e7e0cdf9cdafe0,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0034.jpg,da96a7dd5eba6db4279a7f1c33a9840dc4da2d1abdce920505e7e0cdf9cdafe0,1:val|2:test|3:train|4:test|5:test|6:train|7:train|8:test|9:val|10:test,val,test,train,test,test,train,train,test,val,test
2649,lined,35c0d8926161504ec0f782356f3e433b25e286325e2a550ab420b47f30cc6723,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0035.jpg,35c0d8926161504ec0f782356f3e433b25e286325e2a550ab420b47f30cc6723,1:train|2:test|3:train|4:val|5:train|6:test|7:val|8:train|9:train|10:train,train,test,train,val,train,test,val,train,train,train
2650,lined,7562ff33bdead10c319d882ef9bb0c502494c54262cf506306f098af6166efd0,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0036.jpg,7562ff33bdead10c319d882ef9bb0c502494c54262cf506306f098af6166efd0,1:val|2:train|3:val|4:val|5:train|6:train|7:train|8:train|9:train|10:test,val,train,val,val,train,train,train,train,train,test
2651,lined,8662b3045ecd36fcec03a505aad49aef87229609ab0a15bf1249ff627f1c1ad0,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0037.jpg,8662b3045ecd36fcec03a505aad49aef87229609ab0a15bf1249ff627f1c1ad0,1:train|2:train|3:train|4:train|5:train|6:train|7:train|8:test|9:val|10:val,train,train,train,train,train,train,train,test,val,val
2652,lined,8041518a3910fd15f3d363202654134444905f488fa97be84e71d511851c23fb,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0038.jpg,8041518a3910fd15f3d363202654134444905f488fa97be84e71d511851c23fb,1:train|2:val|3:test|4:val|5:test|6:test|7:train|8:val|9:test|10:val,train,val,test,val,test,test,train,val,test,val
2653,lined,20a0ce73302b4591087246ec4e797c5305498e9f47a456c530b861598e3b75d6,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0039.jpg,20a0ce73302b4591087246ec4e797c5305498e9f47a456c530b861598e3b75d6,1:train|2:test|3:val|4:test|5:test|6:val|7:val|8:test|9:train|10:val,train,test,val,test,test,val,val,test,train,val
2654,lined,c68fcdcedc46849354e1bc894b06f998d3deae601e989f50c683e95979ebab4d,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0041.jpg,c68fcdcedc46849354e1bc894b06f998d3deae601e989f50c683e95979ebab4d,1:train|2:val|3:train|4:val|5:test|6:train|7:train|8:test|9:test|10:test,train,val,train,val,test,train,train,test,test,test
2655,lined,e25eb6073f54f69d0dd16d62bf0cfc16a13a1872ab1777f8c1d316b5cf4c3eec,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0042.jpg,e25eb6073f54f69d0dd16d62bf0cfc16a13a1872ab1777f8c1d316b5cf4c3eec,1:val|2:test|3:train|4:train|5:val|6:val|7:test|8:val|9:val|10:val,val,test,train,train,val,val,test,val,val,val
2656,lined,25b4f008f7d58ada82a8d728ca30d0c916531a1091256092674414797f7f0829,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0043.jpg,25b4f008f7d58ada82a8d728ca30d0c916531a1091256092674414797f7f0829,1:val|2:train|3:test|4:test|5:train|6:val|7:train|8:train|9:test|10:test,val,train,test,test,train,val,train,train,test,test
2657,lined,9dba4c0d4260aa8a4bcc09b04cc60e1ff834210cd0864c1237810959b4796038,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0045.jpg,9dba4c0d4260aa8a4bcc09b04cc60e1ff834210cd0864c1237810959b4796038,1:val|2:test|3:val|4:test|5:val|6:train|7:val|8:train|9:test|10:train,val,test,val,test,val,train,val,train,test,train
2658,lined,98368ae8d7b1b7c88d725f1734bb006a5b162f6d9d0a49a1ef1d90e532e305f4,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0046.jpg,98368ae8d7b1b7c88d725f1734bb006a5b162f6d9d0a49a1ef1d90e532e305f4,1:train|2:val|3:val|4:test|5:train|6:val|7:train|8:train|9:test|10:val,train,val,val,test,train,val,train,train,test,val
2659,lined,63c6389a15812aac9a140e257888a355e9d67774ba0d42c25189d1544e27c6b2,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0047.jpg,63c6389a15812aac9a140e257888a355e9d67774ba0d42c25189d1544e27c6b2,1:test|2:test|3:train|4:test|5:val|6:train|7:val|8:val|9:train|10:test,test,test,train,test,val,train,val,val,train,test
2660,lined,a643464b9096971f8a6bea7e0c506a043881bebccf796f0ad976be0d888623ff,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0054.jpg,a643464b9096971f8a6bea7e0c506a043881bebccf796f0ad976be0d888623ff,1:test|2:train|3:test|4:train|5:val|6:val|7:val|8:test|9:train|10:train,test,train,test,train,val,val,val,test,train,train
2661,lined,20bd259e42a2ef992b49882c3ef3222b1a02120842a1ca83af5415e9bd8616be,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0057.jpg,20bd259e42a2ef992b49882c3ef3222b1a02120842a1ca83af5415e9bd8616be,1:val|2:val|3:train|4:val|5:train|6:val|7:train|8:test|9:test|10:val,val,val,train,val,train,val,train,test,test,val
2662,lined,9fec098ab15d473464bdbed60965b06a8b2c14d6de125aa8120e9348f85d28eb,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0058.jpg,9fec098ab15d473464bdbed60965b06a8b2c14d6de125aa8120e9348f85d28eb,1:train|2:train|3:val|4:train|5:val|6:test|7:train|8:test|9:train|10:test,train,train,val,train,val,test,train,test,train,test
2663,lined,037960d17872c4171d6800b49417ab439daa98a4351a70b26c6a8262e4bfa628,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0059.jpg,037960d17872c4171d6800b49417ab439daa98a4351a70b26c6a8262e4bfa628,1:val|2:train|3:val|4:train|5:val|6:test|7:train|8:test|9:train|10:test,val,train,val,train,val,test,train,test,train,test
2664,lined,d39e4f80aa7158dd5206fd0ecd9ea60df5e9d7d170e5f8119fb09af125ecf111,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0061.jpg,d39e4f80aa7158dd5206fd0ecd9ea60df5e9d7d170e5f8119fb09af125ecf111,1:test|2:test|3:test|4:train|5:test|6:train|7:val|8:train|9:test|10:train,test,test,test,train,test,train,val,train,test,train
2665,lined,b51e0381cc2c6cdc3547b844eef6a6acf56157d0081d3e2865bafe1b6ccde8d3,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0062.jpg,b51e0381cc2c6cdc3547b844eef6a6acf56157d0081d3e2865bafe1b6ccde8d3,1:train|2:val|3:val|4:val|5:test|6:train|7:test|8:val|9:val|10:train,train,val,val,val,test,train,test,val,val,train
2666,lined,84f9cf6a01248db6f4f059290f8622ded2f492ac6b41b0a6d1fb65e5ee62e8bf,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0065.jpg,84f9cf6a01248db6f4f059290f8622ded2f492ac6b41b0a6d1fb65e5ee62e8bf,1:test|2:val|3:test|4:test|5:val|6:val|7:train|8:train|9:train|10:train,test,val,test,test,val,val,train,train,train,train
2667,lined,a019d722c5f94d122abca470d16a2bb7891805570ba61ba37bc7f57688f7e4a1,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0067.jpg,a019d722c5f94d122abca470d16a2bb7891805570ba61ba37bc7f57688f7e4a1,1:train|2:train|3:test|4:val|5:train|6:train|7:test|8:val|9:val|10:train,train,train,test,val,train,train,test,val,val,train
2668,lined,67f8940913b7154abfa0e0499b6582f18cf4a2075d32dc303cf96bbc88e4fce3,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0068.jpg,67f8940913b7154abfa0e0499b6582f18cf4a2075d32dc303cf96bbc88e4fce3,1:train|2:test|3:val|4:test|5:test|6:train|7:val|8:val|9:val|10:train,train,test,val,test,test,train,val,val,val,train
2669,lined,02021246b2b9e9ec580b3f5fa282542e7311e206917afec7a07e70a370ab2553,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0071.jpg,02021246b2b9e9ec580b3f5fa282542e7311e206917afec7a07e70a370ab2553,1:test|2:val|3:train|4:val|5:test|6:test|7:test|8:val|9:test|10:val,test,val,train,val,test,test,test,val,test,val
2670,lined,7e65db43ffd0c6b25bdaba6638e7459aacc088dc4bf71b1f7b53d6760730c0d2,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0073.jpg,7e65db43ffd0c6b25bdaba6638e7459aacc088dc4bf71b1f7b53d6760730c0d2,1:train|2:val|3:test|4:test|5:val|6:train|7:val|8:train|9:val|10:val,train,val,test,test,val,train,val,train,val,val
2671,lined,1b1cf9a26bdf75517705ca632beb50a288bd6f64a4ae92583508686eb42cf24a,data/confirmatory_sources/DTD/extracted/dtd/images/lined/lined_0074.jpg,1b1cf9a26bdf75517705ca632beb50a288bd6f64a4ae92583508686eb42cf24a,1:train|2:val|3:test|4:val|5:train|6:train|7:test|8:val|9:train|10:val,train,val,test,val,train,train,test,val,train,val
